2020-09-21 15:46:23.1023 | 程序启动！ 
2020-09-21 15:46:29.1105 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:46:35.1118 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:46:41.1128 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:46:47.1129 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:46:53.1132 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:46:59.1143 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:46:59.5509 | 程序停止！ 
2020-09-21 15:47:05.1163 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:47:11.1177 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:47:17.1184 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:47:23.1194 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:47:29.1205 | 为了爱护您的眼睛，请您暂时休息5分钟并向远处眺望！ 
2020-09-21 15:48:48.4705 | 程序启动！ 
2020-09-21 15:50:21.2051 | 程序启动！ 
2020-09-21 15:51:42.0028 | 程序启动！ 
2020-09-21 15:52:23.8865 | 程序启动！ 
2020-09-21 16:00:05.7634 | 程序启动！ 
2020-09-21 16:05:30.0828 | 程序启动！ 
2020-09-21 16:05:33.4908 | 程序启动！ 
2020-09-21 16:06:00.3849 | 程序启动！ 
2020-09-21 16:06:10.9318 | 程序启动！ 
2020-09-21 16:07:11.6959 | 程序启动！ 
2020-09-21 16:28:40.2116 | 程序启动！ 
2020-09-21 16:36:43.2057 | 程序启动！ 
2020-09-21 16:40:58.0964 | 程序启动！ 
2020-09-21 16:42:06.2161 | 程序启动！ 
2020-09-21 16:43:56.7095 | 程序启动！ 
2020-09-21 16:47:48.9625 | 程序启动！ 
2020-09-21 16:48:59.1126 | 程序启动！ 
2020-09-21 16:52:30.1609 | 程序启动！ 
2020-09-21 16:53:21.3457 | 程序停止！ 
2020-09-21 16:53:24.0319 | 程序启动！ 
2020-09-21 16:56:03.8005 | 程序停止！ 
2020-09-21 16:56:16.9330 | 程序启动！ 
2020-09-21 16:56:50.3369 | 程序停止！ 
2020-09-21 16:56:58.0075 | 程序启动！ 
2020-09-21 17:07:33.7270 | 程序停止！ 
2020-09-21 17:07:49.6416 | 程序启动！ 
2020-09-21 17:11:09.7727 | 程序启动！ 
2020-09-21 17:23:45.2418 | 程序启动！ 
2020-09-21 17:46:55.0727 | 程序启动！ 
2020-09-21 17:47:01.9875 | 程序启动！ 
2020-09-21 17:48:43.1153 | 程序启动！ 
2020-09-21 17:55:12.3969 | 程序停止！ 
2020-09-21 17:55:14.6506 | 程序启动！ 
2020-09-21 17:55:35.9283 | 程序启动！ 
2020-09-21 17:57:21.3650 | 程序启动！ 
2020-09-21 18:08:03.2938 | 程序停止！ 
2020-09-21 18:08:57.3497 | 程序启动！ 
2020-09-21 18:09:44.1102 | 程序停止！ 
2020-09-21 18:10:07.6276 | 程序启动！ 
2020-09-21 18:10:25.7304 | 程序启动！ 
2020-09-21 18:11:57.2534 | 程序停止！ 
